ACCESSION	ORGANISM	TAXONOMY	PREVIOUS_GENE	CONTROL_REGION	NEXT_GENE
NC_022483	Champsodon cf. snyderi CBM-ZF 10876	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Pempheriformes', 'Champsodontidae', 'Champsodon']	        tRNA [3979:4047](-) ['tRNA-Glu']	D-loop [4106:5072](+) None	gene [5181:6229](+) None
NC_022484	Sphyraena barracuda	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Carangaria', 'Carangaria incertae sedis', 'Sphyraenidae', 'Sphyraena']	        tRNA [15825:15898](-) ['tRNA-Pro']	D-loop [15898:16707](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_022485	Eumegistus illustris	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Bramidae', 'Eumegistus']	        tRNA [15586:15656](-) ['tRNA-Pro']	D-loop [15656:16711](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_022486	Taractes asper	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Bramidae', 'Taractes']	        tRNA [15581:15651](-) ['tRNA-Pro']	D-loop [15651:16720](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_022487	Pteraclis aesticola	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Bramidae', 'Pteraclis']	        tRNA [15596:15666](-) ['tRNA-Pro']	D-loop [15665:16809](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_022488	Kali indica	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Chiasmodontidae', 'Kali']	        tRNA [15570:15641](-) ['tRNA-Pro']	D-loop [15641:16627](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_022489	Sphyraena japonica	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Carangaria', 'Carangaria incertae sedis', 'Sphyraenidae', 'Sphyraena']	        tRNA [15829:15901](-) ['tRNA-Pro']	D-loop [15901:16760](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_022490	Nesiarchus nasutus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Gempylidae', 'Nesiarchus']	        tRNA [15630:15700](-) ['tRNA-Pro']	D-loop [15700:16703](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_022491	Promethichthys prometheus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Gempylidae', 'Promethichthys']	        tRNA [15694:15763](-) ['tRNA-Pro']	D-loop [15763:16810](+) None	tRNA [0:71](+) ['tRNA-Phe']
NC_022492	Thyrsitoides marleyi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Gempylidae', 'Thyrsitoides']	        tRNA [15601:15671](-) ['tRNA-Pro']	D-loop [15671:16138](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_022493	Ruvettus pretiosus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Gempylidae', 'Ruvettus']	        tRNA [15598:15668](-) ['tRNA-Pro']	D-loop [15668:16202](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_022494	Assurger anzac	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Trichiuridae', 'Assurger']	        tRNA [15599:15669](-) ['tRNA-Pro']	D-loop [15669:16510](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_022495	Evoxymetopon poeyi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Trichiuridae', 'Evoxymetopon']	        tRNA [15562:15632](-) ['tRNA-Pro']	D-loop [15632:16475](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_022496	Gymnosarda unicolor	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Scombridae', 'Gymnosarda']	        tRNA [15588:15658](-) ['tRNA-Pro']	D-loop [15658:16510](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_022497	Ariomma lurida	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Ariommatidae', 'Ariomma']	        tRNA [15628:15698](-) ['tRNA-Pro']	D-loop [15698:16526](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_022498	Ariomma indica	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Ariommatidae', 'Ariomma']	        tRNA [15628:15698](-) ['tRNA-Pro']	D-loop [15698:16537](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_022499	Tetragonurus cuvieri	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Tetragonuridae', 'Tetragonurus']	        tRNA [15587:15657](-) ['tRNA-Pro']	D-loop [15657:16485](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_022500	Tetragonurus atlanticus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Tetragonuridae', 'Tetragonurus']	        tRNA [15579:15648](-) ['tRNA-Pro']	D-loop [15648:16476](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_022501	Pampus punctatissimus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Stromateidae', 'Pampus']	        tRNA [15631:15701](-) ['tRNA-Pro']	D-loop [15701:16553](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_022502	Peprilus triacanthus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Stromateidae', 'Peprilus']	        tRNA [15594:15664](-) ['tRNA-Pro']	D-loop [15664:16519](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_022503	Rexea nakamurai	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Gempylidae', 'Rexea']	        tRNA [15623:15693](-) ['tRNA-Pro']	D-loop [15693:16382](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_022505	Epinnula magistralis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Gempylidae', 'Epinnula']	        tRNA [15616:15687](-) ['tRNA-Pro']	D-loop [15687:16545](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_022506	Aphanopus carbo	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Trichiuridae', 'Aphanopus']	        tRNA [15598:15668](-) ['tRNA-Pro']	D-loop [15668:16406](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_022507	Pomatomus saltatrix	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Pomatomidae', 'Pomatomus']	        tRNA [15619:15689](-) ['tRNA-Pro']	D-loop [15689:16544](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_022508	Echeneis naucrates	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Carangaria', 'Carangiformes', 'Echeneidae', 'Echeneis']	        tRNA [15600:15671](-) ['tRNA-Pro']	D-loop [15671:16612](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_022509	Epinephelus merra	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Serranoidei', 'Serranidae', 'Epinephelinae', 'Epinephelini', 'Epinephelus']	        tRNA [15958:16029](-) ['tRNA-Pro']	D-loop [16029:17017](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_022510	Apogon semilineatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Gobiaria', 'Kurtiformes', 'Apogonoidei', 'Apogonidae', 'Apogoninae', 'Apogon', 'Apogon incertae sedis']	        tRNA [15588:15659](-) ['tRNA-Pro']	D-loop [15659:16508](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_022511	Pterapogon kauderni	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Gobiaria', 'Kurtiformes', 'Apogonoidei', 'Apogonidae', 'Apogoninae', 'Pterapogon']	        tRNA [15598:15669](-) ['tRNA-Pro']	D-loop [15669:16530](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_022512	Paracirrhites arcatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Centrarchiformes', 'Cirrhitioidei', 'Cirrhitidae', 'Paracirrhites']	        tRNA [16206:16275](-) ['tRNA-Pro']	D-loop [16275:17336](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_022134	Sasakia funebris	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Papilionoidea', 'Nymphalidae', 'Apaturinae', 'Sasakia']	        rRNA [14091:14863](-) ['s-rRNA']	D-loop [14863:15233](+) None	tRNA [0:66](+) ['tRNA-Met']
NC_022428	Tonatia saurophila	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Phyllostomidae', 'Phyllostominae', 'Tonatia']	        tRNA [15386:15451](-) ['tRNA-Pro']	D-loop [15451:16629](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_013712	Acheilognathus yamatsutae	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Acheilognathidae', 'Acheilognathus']	        tRNA [15581:15651](-) ['tRNA-Pro']	misc_feature [15651:16703](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_014851	Cottus hangiongensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Cottioidei', 'Cottales', 'Cottidae', 'Cottus']	        tRNA [15671:15742](-) ['tRNA-Pro']	D-loop [15742:16598](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_022671	Batocera lineolata	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Cucujiformia', 'Chrysomeloidea', 'Cerambycidae', 'Lamiinae', 'Batocerini', 'Batocera']	        rRNA [13871:14683](-) ['s-rRNA']	D-loop [14683:15418](-) None	tRNA [0:68](+) ['tRNA-Ile']
NC_022679	Sphyrna lewini	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Chondrichthyes', 'Elasmobranchii', 'Galeomorphii', 'Galeoidea', 'Carcharhiniformes', 'Carcharhinidae', 'Sphyrna']	        tRNA [15571:15640](-) ['tRNA-Pro']	D-loop [15640:16726](+) None	tRNA [0:71](+) ['tRNA-Phe']
NC_022680	Hylobitelus xiaoi	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Cucujiformia', 'Curculionidae', 'Molytinae', 'Hylobiini', 'Hylobitelus']	        rRNA [14136:14909](-) ['s-rRNA']	D-loop [14909:16123](+) None	tRNA [0:65](+) ['tRNA-Ile']
NC_022682	Cavariella salicicola	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Sternorrhyncha', 'Aphidomorpha', 'Aphidoidea', 'Aphididae', 'Macrosiphini', 'Cavariella']	        rRNA [13034:13801](-) ['s-rRNA']	D-loop [13801:14938](+) None	tRNA [14938:15002](+) ['tRNA-Ile']
NC_022684	Arborophila brunneopectus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Galloanserae', 'Galliformes', 'Phasianidae', 'Perdicinae', 'Arborophila']	        source [0:16719](+) None	D-loop [0:1174](+) None	tRNA [1174:1242](+) ['tRNA-Phe']
NC_022685	Eurema hecabe	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Papilionoidea', 'Pieridae', 'Coliadinae', 'Eurema']	        rRNA [14013:14845](-) ['s-rRNA']	D-loop [14845:15160](-) None	tRNA [0:66](+) ['tRNA-Met']
NC_022690	Rhodeus shitaiensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Acheilognathidae', 'Rhodeus']	        tRNA [15803:15873](-) ['tRNA-Pro']	D-loop [15873:16774](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_022697	Junonia orithya	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Papilionoidea', 'Nymphalidae', 'Nymphalinae', 'Junonia']	        rRNA [14108:14883](-) ['s-rRNA']	D-loop [14883:15214](+) None	tRNA [0:68](+) ['tRNA-Met']
NC_022698	Myotis ikonnikovi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Vespertilionidae', 'Myotis']	        tRNA [15391:15457](-) ['tRNA-Pro']	D-loop [15457:16584](+) None	tRNA [0:67](+) ['tRNA-Phe']
NC_022700	Dopasia harti	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Anguimorpha', 'Neoanguimorpha', 'Anguioidea', 'Anguidae', 'Dopasia']	        tRNA [15366:15434](-) ['tRNA-Pro']	D-loop [15434:17163](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_022704	Microphysogobio brevirostris	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Gobionidae', 'Gobioninae', 'Microphysogobio']	        tRNA [15609:15679](-) ['tRNA-Pro']	D-loop [15679:16608](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_022705	Tachysurus trilineatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Siluriformes', 'Bagridae', 'Tachysurus']	        tRNA [15572:15642](-) ['tRNA-Pro']	misc_feature [15642:16535](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_022706	Odontobutis potamophila	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Gobiaria', 'Gobiiformes', 'Gobioidei', 'Odontobutidae', 'Odontobutis']	        tRNA [16010:16080](+) ['tRNA-Pro']	D-loop [16080:16932](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_022707	Trachinotus ovatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Carangaria', 'Carangiformes', 'Carangidae', 'Trachinotus']	        tRNA [15628:15699](-) ['tRNA-Pro']	D-loop [15699:16563](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_022711	Plagiognathops microlepis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Xenocyprididae', 'Xenocypridinae', 'Plagiognathops']	        tRNA [15616:15685](-) ['tRNA-Pro']	D-loop [15685:16623](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_022712	Misgurnus mohoity	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cobitidae', 'Cobitinae', 'Misgurnus']	        tRNA [15581:15651](-) ['tRNA-Pro']	misc_feature [15651:16566](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_022713	Channa marulius	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Anabantaria', 'Anabantiformes', 'Channoidei', 'Channidae', 'Channa']	        tRNA [15584:15654](-) ['tRNA-Pro']	D-loop [15654:16569](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_022692	Rhinogobius similis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Gobiaria', 'Gobiiformes', 'Gobioidei', 'Gobiidae', 'Gobionellinae', 'Rhinogobius']	        tRNA [15608:15678](-) ['tRNA-Pro']	D-loop [15678:16520](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_022693	Sepiella inermis	['Eukaryota', 'Metazoa', 'Spiralia', 'Lophotrochozoa', 'Mollusca', 'Cephalopoda', 'Coleoidea', 'Decapodiformes', 'Sepiida', 'Sepiina', 'Sepiidae', 'Sepiella']	        tRNA [8918:8981](-) ['tRNA-Gly']	D-loop [8981:9531](+) None	gene [9541:9610](+) None
NC_022693	Sepiella inermis	['Eukaryota', 'Metazoa', 'Spiralia', 'Lophotrochozoa', 'Mollusca', 'Cephalopoda', 'Coleoidea', 'Decapodiformes', 'Sepiida', 'Sepiina', 'Sepiidae', 'Sepiella']	        tRNA [15559:15626](-) ['tRNA-Glu']	D-loop [15629:16179](+) None	CDS [0:780](+) ['cytochrome c oxidase subunit III']
NC_022694	Myotis macrodactylus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Vespertilionidae', 'Myotis']	        tRNA [15391:15461](-) ['tRNA-Pro']	D-loop [15461:17466](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_022696	Lithobates catesbeianus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Neobatrachia', 'Ranoidea', 'Ranidae', 'Lithobates']	        misc_feature order{[15119:15122](+), [15125:15131](+), [15137:15140](+), [15146:15152](+), [15197:15200](+)} None	D-loop [15458:18241](+) None	tRNA [0:72](+) ['tRNA-Leu']
NC_022702	Tor sinensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Torinae', 'Tor']	        tRNA [15587:15657](-) ['tRNA-Pro']	D-loop [15657:16579](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_022703	Takydromus sexlineatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Laterata', 'Lacertibaenia', 'Lacertidae', 'Takydromus']	        tRNA [15313:15381](-) ['tRNA-Pro']	D-loop [15381:18943](+) None	repeat_region [15381:17421](+) None
NC_022717	Cobitis lutheri	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cobitidae', 'Cobitinae', 'Cobitis']	        tRNA [15652:15722](-) ['tRNA-Pro']	D-loop [15654:16639](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_022718	Oxygymnocypris stewartii	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Schizopygopsinae', 'Oxygymnocypris']	        tRNA [15641:15711](-) ['tRNA-Pro']	D-loop [15711:16646](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_022719	Phrynocephalus przewalskii	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Iguania', 'Acrodonta', 'Agamidae', 'Agaminae', 'Phrynocephalus']	        tRNA [0:67](+) ['tRNA-Phe']	D-loop [67:390](+) None	tRNA [390:457](+) ['tRNA-Phe']
NC_022719	Phrynocephalus przewalskii	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Iguania', 'Acrodonta', 'Agamidae', 'Agaminae', 'Phrynocephalus']	        tRNA [460:522](-) ['tRNA-Pro']	D-loop [522:1689](+) None	rRNA [1689:2562](+) ['s-rRNA']
NC_022719	Phrynocephalus przewalskii	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Iguania', 'Acrodonta', 'Agamidae', 'Agaminae', 'Phrynocephalus']	        tRNA [16571:16635](+) ['tRNA-Thr']	D-loop [16635:16892](+) None	tRNA [0:67](+) ['tRNA-Phe']
NC_022720	Rhinogobio ventralis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Gobionidae', 'Sarcocheilichthyinae', 'Rhinogobio']	        tRNA [15616:15686](-) ['tRNA-Pro']	D-loop [15686:16607](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_022721	Rhodeus sinensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Acheilognathidae', 'Rhodeus']	        tRNA [15592:15662](-) ['tRNA-Pro']	misc_feature [15662:16677](+) None	tRNA [0:69](+) ['tRNA-Phe']
