ACCESSION	ORGANISM	TAXONOMY	PREVIOUS_GENE	CONTROL_REGION	NEXT_GENE
NC_053752	Phocoena dioptrica	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Whippomorpha', 'Cetacea', 'Odontoceti', 'Phocoenidae', 'Phocoena']	        tRNA [15446:15514](-) ['tRNA-Pro']	D-loop [15514:16319](+) None	tRNA [0:74](+) ['tRNA-Phe']
NC_053965	Cynictis penicillata	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Herpestidae', 'Cynictis']	        tRNA [15377:15444](-) ['tRNA-Pro']	D-loop [15445:16663](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_053751	Phocoena sinus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Whippomorpha', 'Cetacea', 'Odontoceti', 'Phocoenidae', 'Phocoena']	        tRNA [15446:15514](-) ['tRNA-Pro']	D-loop [15514:16319](+) None	tRNA [0:74](+) ['tRNA-Phe']
NC_053800	Lemniscomys barbarus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Muridae', 'Murinae', 'Lemniscomys']	        tRNA [15329:15396](-) ['tRNA-Pro']	D-loop [15398:16255](+) None	tRNA [0:67](+) ['tRNA-Phe']
NC_053843	Porzana pusilla	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Gruiformes', 'Rallidae', 'Porzana']	        tRNA [15442:15513](-) ['tRNA-Glu']	D-loop [15513:16966](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_053979	Ictonyx striatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Mustelidae', 'Galictinae', 'Ictonyx']	        tRNA [15373:15439](-) ['tRNA-Pro']	D-loop [15439:16541](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_053847	Ceratitis rosa	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Diptera', 'Brachycera', 'Muscomorpha', 'Tephritoidea', 'Tephritidae', 'Ceratitis', 'Pterandrus']	        rRNA [14230:15019](-) ['12S ribosomal RNA']	D-loop [15019:16047](+) None	tRNA [0:67](+) ['tRNA-Ile']
NC_053709	Dictyosoma burgeri	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Cottioidei', 'Zoarcales', 'Stichaeidae', 'Xiphisterinae', 'Dictyosoma']	        tRNA [15600:15670](-) ['tRNA-Pro']	D-loop [15929:16513](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_053556	Odontaspis ferox	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Chondrichthyes', 'Elasmobranchii', 'Galeomorphii', 'Galeoidea', 'Lamniformes', 'Odontaspididae', 'Odontaspis']	        tRNA [15554:15623](-) ['tRNA-Pro']	D-loop [15623:16682](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_053269	Rhinolophus affinis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Rhinolophidae', 'Rhinolophinae', 'Rhinolophus']	        tRNA [15370:15439](-) ['tRNA-Pro']	D-loop [15439:16886](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_053801	Arvicanthis somalicus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Muridae', 'Murinae', 'Arvicanthis']	        tRNA [15333:15400](-) ['tRNA-Pro']	D-loop [15400:16272](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_053958	Galidia elegans	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Eupleridae', 'Galidiinae', 'Galidia']	        tRNA [15376:15442](-) ['tRNA-Pro']	D-loop [15443:16636](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_054257	Gila cypha	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Leuciscidae', 'Laviniinae', 'Gila']	        tRNA [15605:15674](-) ['tRNA-Pro']	D-loop [15674:16590](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_053974	Speothos venaticus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Canidae', 'Speothos']	        tRNA [15389:15455](-) ['tRNA-Pro']	D-loop [15462:16964](+) None	tRNA [0:66](+) ['tRNA-Phe']
NC_053806	Hybomys univittatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Muridae', 'Murinae', 'Hybomys']	        tRNA [15318:15385](-) ['tRNA-Pro']	D-loop [15389:16250](+) None	tRNA [0:67](+) ['tRNA-Phe']
NC_053812	Dasymys incomtus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Muridae', 'Murinae', 'Dasymys']	        tRNA [15335:15404](-) ['tRNA-Pro']	D-loop [15406:16269](+) None	tRNA [0:67](+) ['tRNA-Phe']
NC_054259	Gila nigrescens	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Leuciscidae', 'Laviniinae', 'Gila']	        tRNA [15605:15674](-) ['tRNA-Pro']	D-loop [15674:16585](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_053985	Sebastes oculatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Scorpaenoidei', 'Sebastidae', 'Sebastinae', 'Sebastes']	        tRNA [15597:15667](-) ['tRNA-Pro']	D-loop [15667:16767](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_053976	Viverra zibetha	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Viverridae', 'Viverrinae', 'Viverra']	        tRNA [15388:15454](-) ['tRNA-Pro']	D-loop [15455:16771](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_053969	Arctictis binturong	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Viverridae', 'Paradoxurinae', 'Arctictis']	        tRNA [15386:15452](-) ['tRNA-Pro']	D-loop [15453:16506](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_053971	Chrotogale owstoni	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Viverridae', 'Hemigalinae', 'Chrotogale']	        tRNA [15398:15463](-) ['tRNA-Pro']	D-loop [15464:16829](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_053961	Cryptoprocta ferox	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Eupleridae', 'Euplerinae', 'Cryptoprocta']	        tRNA [15376:15442](-) ['tRNA-Pro']	D-loop [15443:16861](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_053968	Genetta genetta	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Viverridae', 'Viverrinae', 'Genetta']	        tRNA [15374:15440](-) ['tRNA-Pro']	D-loop [15441:16846](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_053655	Teratoscincus roborowskii	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Gekkota', 'Sphaerodactylidae', 'Teratoscincus']	        tRNA [15335:15402](-) ['tRNA-Pro']	D-loop [15402:16693](+) None	tRNA [0:74](+) ['tRNA-Phe']
NC_053935	Brontispa longissima	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Cucujiformia', 'Chrysomeloidea', 'Chrysomelidae', 'Cassidinae', 'Brontispa']	        rRNA [13726:14455](-) ['12S ribosomal RNA']	D-loop [14455:15696](-) None	tRNA [0:61](+) ['tRNA-Ile']
NC_053755	Calotes mystaceus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Iguania', 'Acrodonta', 'Agamidae', 'Draconinae', 'Calotes']	        tRNA [15088:15155](+) ['tRNA-Pro']	D-loop [15155:16506](+) None	tRNA [0:67](+) ['tRNA-Phe']
NC_053817	Praomys delectorum	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Muridae', 'Murinae', 'Praomys']	        tRNA [15329:15396](-) ['tRNA-Pro']	D-loop [15396:>16235](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_053799	Lemniscomys rosalia	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Muridae', 'Murinae', 'Lemniscomys']	        tRNA [15325:15393](-) ['tRNA-Pro']	D-loop [15398:16253](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_053803	Mylomys dybowskii	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Muridae', 'Murinae', 'Mylomys']	        tRNA [15325:15392](-) ['tRNA-Pro']	D-loop [15394:>16253](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_053815	Golunda ellioti	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Muridae', 'Murinae', 'Golunda']	        tRNA [15331:15398](-) ['tRNA-Pro']	D-loop [15400:16263](+) None	tRNA [0:67](+) ['tRNA-Phe']
NC_053805	Desmomys harringtoni	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Muridae', 'Murinae', 'Desmomys']	        tRNA [15333:15400](-) ['tRNA-Pro']	D-loop [15400:16262](+) None	tRNA [0:66](+) ['tRNA-Phe']
NC_053272	Appias nero	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Papilionoidea', 'Pieridae', 'Pierinae', 'Appias']	        rRNA [13993:14768](-) ['12S ribosomal RNA']	D-loop [14768:15099](+) None	tRNA [0:67](+) ['tRNA-Met']
NC_053739	Lophops carinata	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Auchenorrhyncha', 'Fulgoroidea', 'Lophopidae', 'Lophops']	        rRNA [13600:14338](-) ['12S ribosomal RNA']	D-loop [14338:15553](+) None	tRNA [0:63](+) ['tRNA-Ile']
NC_054179	Spodoptera exempta	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Noctuoidea', 'Noctuidae', 'Amphipyrinae', 'Spodoptera']	        rRNA [14280:15078](-) ['12S ribosomal RNA']	D-loop [15078:15457](+) None	tRNA [0:68](+) ['tRNA-Met']
NC_053759	Astyanax altiparanae	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Characiformes', 'Characoidei', 'Characidae', 'Astyanax']	        tRNA [15594:15663](-) ['tRNA-Pro']	D-loop [15663:16730](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_053959	Fossa fossana	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Eupleridae', 'Euplerinae', 'Fossa']	        tRNA [15378:15444](-) ['tRNA-Pro']	D-loop [15445:16747](+) None	tRNA [0:71](+) ['tRNA-Phe']
NC_054258	Deltistes luxatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Catostomoidei', 'Catostomidae', 'Deltistes']	        tRNA [15601:15672](-) ['tRNA-Pro']	D-loop [15672:16623](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_054262	Notropis jemezanus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Leuciscidae', 'Pogonichthyinae', 'Notropis']	        tRNA [15588:15658](-) ['tRNA-Pro']	D-loop [15658:16710](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_054232	Amyda cartilaginea	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Testudinata', 'Testudines', 'Cryptodira', 'Trionychia', 'Trionychidae', 'Amyda']	        tRNA [15417:15487](-) ['tRNA-Pro']	D-loop [15489:16763](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_053923	Limosa haemastica	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Charadriiformes', 'Scolopacidae', 'Limosa']	        tRNA [15534:15610](-) ['tRNA-Glu']	D-loop [15610:>16695](+) None	tRNA [<0:49](+) ['tRNA-Phe']
NC_053811	Otomys typus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Muridae', 'Murinae', 'Otomys']	        tRNA [15328:15395](-) ['tRNA-Pro']	D-loop [15397:16256](+) None	tRNA [0:67](+) ['tRNA-Phe']
NC_054269	Kallima paralekta	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Papilionoidea', 'Nymphalidae', 'Nymphalinae', 'Kallima']	        rRNA [14095:14867](-) ['12S ribosomal RNA']	misc_feature [14867:15200](+) None	tRNA [0:68](+) ['tRNA-Met']
NC_054268	Gracilinanus agilis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Metatheria', 'Didelphimorphia', 'Didelphidae', 'Gracilinanus']	        tRNA [16127:16194](-) ['tRNA-Pro']	D-loop [16194:16336](+) None	tRNA [727:796](+) ['tRNA-Phe']
NC_053270	Parabotia kiangsiensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Botiidae', 'Parabotia']	        tRNA [15594:15664](-) ['tRNA-Pro']	D-loop [15674:16420](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_053973	Galictis vittata	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Mustelidae', 'Galictinae', 'Galictis']	        tRNA [15375:15441](-) ['tRNA-Pro']	D-loop [15441:16495](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_053967	Ichneumia albicauda	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Herpestidae', 'Ichneumia']	        tRNA [15378:15445](-) ['tRNA-Pro']	D-loop [15446:16651](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_053256	Thaumetopoea pityocampa	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Noctuoidea', 'Notodontidae', 'Thaumetopoeinae', 'Thaumetopoea']	        rRNA [14533:15298](-) ['12S ribosomal RNA']	D-loop [15298:15737](+) None	tRNA [0:68](+) ['tRNA-Met']
NC_053943	Parambassis ranga	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Ambassidae', 'Parambassis']	        tRNA [15599:15668](-) ['tRNA-Pro']	D-loop [15668:17345](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_053980	Atilax paludinosus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Herpestidae', 'Atilax']	        tRNA [15383:15449](-) ['tRNA-Pro']	D-loop [15450:16654](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_053972	Galerella sanguinea	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Herpestidae', 'Galerella']	        tRNA [15386:15452](-) ['tRNA-Pro']	D-loop [15453:16646](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_053978	Herpestes naso	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Herpestidae', 'Herpestes']	        tRNA [15383:15449](-) ['tRNA-Pro']	D-loop [15450:16650](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_053963	Mungos mungo	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Herpestidae', 'Mungos']	        tRNA [15384:15450](-) ['tRNA-Pro']	D-loop [15451:16663](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_053957	Galidictis fasciata	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Eupleridae', 'Galidiinae', 'Galidictis']	        tRNA [15380:15446](-) ['tRNA-Pro']	D-loop [15447:16632](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_053956	Salanoia concolor	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Eupleridae', 'Galidiinae', 'Salanoia']	        tRNA [15375:15441](-) ['tRNA-Pro']	D-loop [15442:16798](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_053960	Eupleres goudotii	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Eupleridae', 'Euplerinae', 'Eupleres']	        tRNA [15379:15445](-) ['tRNA-Pro']	D-loop [15446:16965](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_053852	Acroneuria carolinensis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Polyneoptera', 'Plecoptera', 'Perloidea', 'Perlidae', 'Acroneuria']	        rRNA [14075:14889](-) ['12S ribosomal RNA']	misc_feature [14889:15718](+) None	tRNA [0:67](+) ['tRNA-Ile']
NC_053758	Psalidodon fasciatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Characiformes', 'Characoidei', 'Characidae', 'Psalidodon']	        tRNA [15604:15674](-) ['tRNA-Pro']	D-loop [15674:16626](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_053819	Aphis spiraecola	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Sternorrhyncha', 'Aphidomorpha', 'Aphidoidea', 'Aphididae', 'Aphidini', 'Aphis', 'Aphis']	        rRNA [13887:14662](-) ['12S ribosomal RNA']	D-loop [14662:15465](+) None	tRNA [0:64](+) ['tRNA-Ile']
NC_053917	Phoenicurus frontalis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Muscicapidae', 'Phoenicurus']	        tRNA [15497:15564](-) ['tRNA-Glu']	D-loop [15561:16772](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_054153	Psittacula cyanocephala	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Psittaciformes', 'Psittacidae', 'Psittacula']	        tRNA [15446:15497](-) ['tRNA-Glu']	D-loop [15497:16814](+) None	tRNA [0:64](+) ['tRNA-Phe']
NC_053742	Ctenoplusia albostriata	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Noctuoidea', 'Noctuidae', 'Plusiinae', 'Ctenoplusia']	        rRNA [14163:14947](-) ['12S ribosomal RNA']	D-loop [14947:15284](+) None	tRNA [0:68](+) ['tRNA-Met']
NC_053716	Pseudothemis zonata	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Palaeoptera', 'Odonata', 'Epiprocta', 'Anisoptera', 'Libellulidae', 'Pseudothemis']	        rRNA [13929:14675](-) ['12S ribosomal RNA']	D-loop [14675:15434](+) None	tRNA [0:66](+) ['tRNA-Ile']
NC_053770	Papilio paris	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Papilionoidea', 'Papilionidae', 'Papilioninae', 'Papilio']	        rRNA [14063:14830](-) ['12S ribosomal RNA']	D-loop [14830:15363](+) None	tRNA [16:82](+) ['tRNA-Met']
NC_054260	Hybognathus amarus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Leuciscidae', 'Pogonichthyinae', 'Hybognathus']	        tRNA [15592:15662](-) ['tRNA-Pro']	D-loop [15662:16714](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_053878	Hyphessobrycon megalopterus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Characiformes', 'Characoidei', 'Characidae', 'Hyphessobrycon']	        tRNA [15611:15681](-) ['tRNA-Pro']	D-loop [15681:16749](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_053653	Pentatoma semiannulata	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Heteroptera', 'Panheteroptera', 'Pentatomomorpha', 'Pentatomoidea', 'Pentatomidae', 'Pentatominae', 'Pentatoma']	        rRNA [13904:14733](-) ['12S ribosomal RNA']	misc_feature [14733:15515](+) None	tRNA [0:66](+) ['tRNA-Ile']
NC_054246	Vormela peregusna	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Mustelidae', 'Galictinae', 'Vormela']	        tRNA [15375:15441](-) ['tRNA-Pro']	D-loop [15441:15982](+) None	tRNA [0:69](+) ['tRNA-Phe']
